uf,municipio,regiao
MG,Gameleiras,Sudeste
MG,Glaucilândia,Sudeste
MG,Goiabeira,Sudeste
MG,Goianá,Sudeste
MG,Gonçalves,Sudeste
MG,Gonzaga,Sudeste
MG,Gouveia,Sudeste
MG,Governador Valadares,Sudeste
MG,Grão Mogol,Sudeste
MG,Grupiara,Sudeste
MG,Guanhães,Sudeste
MG,Guapé,Sudeste
MG,Guaraciaba,Sudeste
MG,Guaraciama,Sudeste
MG,Guaranésia,Sudeste
MG,Guarani,Sudeste
MG,Guarará,Sudeste
MG,Guarda-mor,Sudeste
MG,Guaxupé,Sudeste
MG,Guidoval,Sudeste
MG,Guimarânia,Sudeste
MG,Guiricema,Sudeste
MG,Gurinhatã,Sudeste
MG,Heliodora,Sudeste
MG,Iapu,Sudeste
MG,Ibertioga,Sudeste
MG,Ibiá,Sudeste
MG,Ibiaí,Sudeste
MG,Ibiracatu,Sudeste
MG,Ibiraci,Sudeste
MG,Ibirité,Sudeste
MG,Ibitiúra de Minas,Sudeste
MG,Ibituruna,Sudeste
MG,Icaraí de Minas,Sudeste
MG,Igarapé,Sudeste
MG,Igaratinga,Sudeste
MG,Iguatama,Sudeste
MG,Ijaci,Sudeste
MG,Ilicínea,Sudeste
MG,Imbé de Minas,Sudeste
MG,Inconfidentes,Sudeste
MG,Indaiabira,Sudeste
MG,Indianópolis,Sudeste
MG,Ingaí,Sudeste
MG,Inhapim,Sudeste
MG,Inhaúma,Sudeste
MG,Inimutaba,Sudeste
MG,Ipaba,Sudeste
MG,Ipanema,Sudeste
MG,Ipatinga,Sudeste
MG,Ipiaçu,Sudeste
MG,Ipuiúna,Sudeste
MG,Iraí de Minas,Sudeste
MG,Itabira,Sudeste
MG,Itabirinha,Sudeste
MG,Itabirito,Sudeste
MG,Itacambira,Sudeste
MG,Itacarambi,Sudeste
MG,Itaguara,Sudeste
MG,Itaipé,Sudeste
MG,Itajubá,Sudeste
MG,Itamarandiba,Sudeste
MG,Itamarati de Minas,Sudeste
MG,Itambacuri,Sudeste
MG,Itambé do Mato Dentro,Sudeste
MG,Itamogi,Sudeste
MG,Itamonte,Sudeste
MG,Itanhandu,Sudeste
MG,Itanhomi,Sudeste
MG,Itaobim,Sudeste
MG,Itapagipe,Sudeste
MG,Itapecerica,Sudeste
MG,Itapeva,Sudeste
MG,Itatiaiuçu,Sudeste
MG,Itaú de Minas,Sudeste
MG,Itaúna,Sudeste
MG,Itaverava,Sudeste
MG,Itinga,Sudeste
MG,Itueta,Sudeste
MG,Ituiutaba,Sudeste
MG,Itumirim,Sudeste
MG,Iturama,Sudeste
MG,Itutinga,Sudeste
MG,Jaboticatubas,Sudeste
MG,Jacinto,Sudeste
MG,Jacuí,Sudeste
MG,Jacutinga,Sudeste
MG,Jaguaraçu,Sudeste
MG,Jaíba,Sudeste
MG,Jampruca,Sudeste
MG,Janaúba,Sudeste
MG,Januária,Sudeste
MG,Japaraíba,Sudeste
MG,Japonvar,Sudeste
MG,Jeceaba,Sudeste
MG,Jenipapo de Minas,Sudeste
MG,Jequeri,Sudeste
MG,Jequitaí,Sudeste
MG,Jequitibá,Sudeste
MG,Jequitinhonha,Sudeste
MG,Jesuânia,Sudeste
MG,Joaíma,Sudeste
MG,Joanésia,Sudeste
MG,João Monlevade,Sudeste
MG,João Pinheiro,Sudeste
MG,Joaquim Felício,Sudeste
MG,Jordânia,Sudeste
MG,José Gonçalves de Minas,Sudeste
MG,José Raydan,Sudeste
MG,Josenópolis,Sudeste
MG,Nova União,Sudeste
MG,Juatuba,Sudeste
MG,Juiz de Fora,Sudeste
MG,Juramento,Sudeste
MG,Juruaia,Sudeste
MG,Juvenília,Sudeste
MG,Ladainha,Sudeste
MG,Lagamar,Sudeste
MG,Lagoa da Prata,Sudeste
MG,Lagoa Dos Patos,Sudeste
MG,Lagoa Dourada,Sudeste
MG,Lagoa Formosa,Sudeste
MG,Lagoa Grande,Sudeste
MG,Lagoa Santa,Sudeste
MG,Lajinha,Sudeste
MG,Lambari,Sudeste
MG,Lamim,Sudeste
MG,Laranjal,Sudeste
MG,Lassance,Sudeste
MG,Lavras,Sudeste
MG,Leandro Ferreira,Sudeste
MG,Leme do Prado,Sudeste
MG,Leopoldina,Sudeste
MG,Liberdade,Sudeste
MG,Lima Duarte,Sudeste
MG,Limeira do Oeste,Sudeste
MG,Lontra,Sudeste
MG,Luisburgo,Sudeste
MG,Luislândia,Sudeste
MG,Luminárias,Sudeste
MG,Luz,Sudeste
MG,Machacalis,Sudeste
MG,Machado,Sudeste
MG,Madre de Deus de Minas,Sudeste
MG,Malacacheta,Sudeste
MG,Mamonas,Sudeste
MG,Manga,Sudeste
MG,Manhuaçu,Sudeste
MG,Manhumirim,Sudeste
MG,Mantena,Sudeste
MG,Maravilhas,Sudeste
MG,Mar de Espanha,Sudeste
MG,Maria da fé,Sudeste
MG,Mariana,Sudeste
MG,Marilac,Sudeste
MG,Mário Campos,Sudeste
MG,Maripá de Minas,Sudeste
MG,Marliéria,Sudeste
MG,Marmelópolis,Sudeste
MG,Martinho Campos,Sudeste
MG,Martins Soares,Sudeste
MG,Mata Verde,Sudeste
MG,Materlândia,Sudeste
MG,Mateus Leme,Sudeste
MG,Matias Barbosa,Sudeste
MG,Matias Cardoso,Sudeste
MG,Matipó,Sudeste
MG,Mato Verde,Sudeste
MG,Matozinhos,Sudeste
MG,Matutina,Sudeste
MG,Medeiros,Sudeste
MG,Medina,Sudeste
MG,Mendes Pimentel,Sudeste
MG,Mercês,Sudeste
MG,Mesquita,Sudeste
MG,Minas Novas,Sudeste
MG,Minduri,Sudeste
MG,Mirabela,Sudeste
MG,Miradouro,Sudeste
MG,Miraí,Sudeste
MG,Miravânia,Sudeste
MG,Moeda,Sudeste
MG,Moema,Sudeste
MG,Monjolos,Sudeste
MG,Monsenhor Paulo,Sudeste
MG,Montalvânia,Sudeste
MG,Monte Alegre de Minas,Sudeste
MG,Monte Azul,Sudeste
MG,Monte Belo,Sudeste
MG,Monte Carmelo,Sudeste
MG,Monte Formoso,Sudeste
MG,Monte Santo de Minas,Sudeste
MG,Montes Claros,Sudeste
MG,Monte Sião,Sudeste
MG,Montezuma,Sudeste
MG,Morada Nova de Minas,Sudeste
MG,Morro da Garça,Sudeste
MG,Morro do Pilar,Sudeste
MG,Munhoz,Sudeste
MG,Muriaé,Sudeste
MG,Mutum,Sudeste
MG,Muzambinho,Sudeste
MG,Nacip Raydan,Sudeste
MG,Nanuque,Sudeste
MG,Naque,Sudeste
MG,Natalândia,Sudeste
MG,Natércia,Sudeste
MG,Nazareno,Sudeste
MG,Nepomuceno,Sudeste
MG,Ninheira,Sudeste
MG,Nova Belém,Sudeste
MG,Nova Era,Sudeste
MG,Nova Lima,Sudeste
MG,Nova Módica,Sudeste
MG,Nova Ponte,Sudeste
MG,Nova Porteirinha,Sudeste
MG,Nova Resende,Sudeste
MG,Nova Serrana,Sudeste
MG,Novo Cruzeiro,Sudeste
MG,Novo Oriente de Minas,Sudeste
MG,Novorizonte,Sudeste
MG,Olaria,Sudeste
MG,Olhos-d´água,Sudeste
MG,Olímpio Noronha,Sudeste
MG,Oliveira,Sudeste
MG,Oliveira Fortes,Sudeste
MG,Onça de Pitangui,Sudeste
MG,Oratórios,Sudeste
MG,Orizânia,Sudeste
MG,Ouro Branco,Sudeste
MG,Ouro Fino,Sudeste
MG,Ouro Preto,Sudeste
MG,Ouro Verde de Minas,Sudeste
MG,Padre Carvalho,Sudeste
MG,Padre Paraíso,Sudeste
MG,Paineiras,Sudeste
MG,Pains,Sudeste
MG,Pai Pedro,Sudeste
MG,Paiva,Sudeste
MG,Palma,Sudeste
MG,Palmópolis,Sudeste
MG,Papagaios,Sudeste
MG,Paracatu,Sudeste
MG,Pará de Minas,Sudeste
MG,Paraguaçu,Sudeste
MG,Paraisópolis,Sudeste
MG,Paraopeba,Sudeste
MG,Passabém,Sudeste
MG,Passa Quatro,Sudeste
MG,Passa Tempo,Sudeste
MG,Passa-vinte,Sudeste
MG,Passos,Sudeste
MG,Patis,Sudeste
MG,Patos de Minas,Sudeste
MG,Patrocínio,Sudeste
MG,Patrocínio do Muriaé,Sudeste
MG,Paula Cândido,Sudeste
MG,Paulistas,Sudeste
MG,Pavão,Sudeste
MG,Peçanha,Sudeste
MG,Pedra Azul,Sudeste
MG,Pedra Bonita,Sudeste
MG,Pedra do Anta,Sudeste
MG,Pedra do Indaiá,Sudeste
MG,Pedra Dourada,Sudeste
MG,Pedralva,Sudeste
MG,Pedras de Maria da Cruz,Sudeste
MG,Pedrinópolis,Sudeste
MG,Pedro Leopoldo,Sudeste
MG,Pedro Teixeira,Sudeste
MG,Pequeri,Sudeste
MG,Pequi,Sudeste
MG,Perdigão,Sudeste
MG,Perdizes,Sudeste
MG,Perdões,Sudeste
MG,Periquito,Sudeste
MG,Pescador,Sudeste
MG,Piau,Sudeste
MG,Piedade de Caratinga,Sudeste
MG,Piedade de Ponte Nova,Sudeste
MG,Piedade do Rio Grande,Sudeste
MG,Piedade Dos Gerais,Sudeste
MG,Pimenta,Sudeste
MG,Pingo-d´água,Sudeste
MG,Pintópolis,Sudeste
MG,Piracema,Sudeste
MG,Pirajuba,Sudeste
MG,Piranga,Sudeste
MG,Piranguçu,Sudeste
MG,Piranguinho,Sudeste
MG,Pirapetinga,Sudeste
MG,Pirapora,Sudeste
MG,Piraúba,Sudeste
MG,Pitangui,Sudeste
MG,Piumhi,Sudeste
MG,Planura,Sudeste
MG,Poço Fundo,Sudeste
MG,Poços de Caldas,Sudeste
MG,Pocrane,Sudeste
MG,Pompéu,Sudeste
MG,Ponte Nova,Sudeste
MG,Ponto Chique,Sudeste
MG,Ponto Dos Volantes,Sudeste
MG,Porteirinha,Sudeste
MG,Porto Firme,Sudeste
MG,Poté,Sudeste
MG,Pouso Alegre,Sudeste
MG,Pouso Alto,Sudeste
MG,Prados,Sudeste
MG,Prata,Sudeste
MG,Pratápolis,Sudeste
MG,Pratinha,Sudeste
MG,Presidente Bernardes,Sudeste
MG,Presidente Juscelino,Sudeste
MG,Presidente Kubitschek,Sudeste
MG,Presidente Olegário,Sudeste
MG,Alto Jequitibá,Sudeste
MG,Prudente de Morais,Sudeste
MG,Quartel Geral,Sudeste
MG,Queluzito,Sudeste
MG,Raposos,Sudeste
MG,Raul Soares,Sudeste
MG,Recreio,Sudeste
MG,Reduto,Sudeste
MG,Resende Costa,Sudeste
MG,Resplendor,Sudeste
MG,Ressaquinha,Sudeste
MG,Riachinho,Sudeste
MG,Riacho Dos Machados,Sudeste
MG,Ribeirão Das Neves,Sudeste
MG,Ribeirão Vermelho,Sudeste
MG,Rio Acima,Sudeste
MG,Rio Casca,Sudeste
MG,Rio Doce,Sudeste
MG,Rio do Prado,Sudeste
MG,Rio Espera,Sudeste
MG,Rio Manso,Sudeste
MG,Rio Novo,Sudeste
MG,Rio Paranaíba,Sudeste
MG,Rio Pardo de Minas,Sudeste
MG,Rio Piracicaba,Sudeste
MG,Rio Pomba,Sudeste
MG,Rio Preto,Sudeste
MG,Rio Vermelho,Sudeste
MG,Ritápolis,Sudeste
MG,Rochedo de Minas,Sudeste
MG,Rodeiro,Sudeste
MG,Romaria,Sudeste
MG,Rosário da Limeira,Sudeste
MG,Rubelita,Sudeste
MG,Rubim,Sudeste
MG,Sabará,Sudeste
MG,Sabinópolis,Sudeste
MG,Sacramento,Sudeste
MG,Salinas,Sudeste
MG,Salto da Divisa,Sudeste
MG,Santa Bárbara,Sudeste
MG,Santa Bárbara do Leste,Sudeste
MG,Santa Bárbara do Monte Verde,Sudeste
MG,Santa Bárbara do Tugúrio,Sudeste
MG,Santa Cruz de Minas,Sudeste
MG,Santa Cruz de Salinas,Sudeste
MG,Santa Cruz do Escalvado,Sudeste
MG,Santa Efigênia de Minas,Sudeste
MG,Santa fé de Minas,Sudeste
MG,Santa Helena de Minas,Sudeste
MG,Santa Juliana,Sudeste
MG,Santa Luzia,Sudeste
MG,Santa Margarida,Sudeste
MG,Santa Maria de Itabira,Sudeste
MG,Santa Maria do Salto,Sudeste
MG,Santa Maria do Suaçuí,Sudeste
MG,Santana da Vargem,Sudeste
MG,Santana de Cataguases,Sudeste
MG,Santana de Pirapama,Sudeste
MG,Santana do Deserto,Sudeste
MG,Santana do Garambéu,Sudeste
MG,Santana do Jacaré,Sudeste
MG,Santana do Manhuaçu,Sudeste
MG,Santana do Paraíso,Sudeste
MG,Santana do Riacho,Sudeste
MG,Santana Dos Montes,Sudeste
MG,Santa Rita de Caldas,Sudeste
MG,Santa Rita de Jacutinga,Sudeste
MG,Santa Rita de Minas,Sudeste
MG,Santa Rita de Ibitipoca,Sudeste
MG,Santa Rita do Itueto,Sudeste
MG,Santa Rita do Sapucaí,Sudeste
MG,Santa Rosa da Serra,Sudeste
MG,Santa Vitória,Sudeste
MG,Santo Antônio do Amparo,Sudeste
MG,Santo Antônio do Aventureiro,Sudeste
MG,Santo Antônio do Grama,Sudeste
MG,Santo Antônio do Itambé,Sudeste
MG,Santo Antônio do Jacinto,Sudeste
MG,Santo Antônio do Monte,Sudeste
MG,Santo Antônio do Retiro,Sudeste
MG,Santo Antônio do Rio Abaixo,Sudeste
MG,Santo Hipólito,Sudeste
MG,Santos Dumont,Sudeste
MG,São Bento Abade,Sudeste
MG,São Brás do Suaçuí,Sudeste
MG,São Domingos Das Dores,Sudeste
MG,São Domingos do Prata,Sudeste
MG,São Félix de Minas,Sudeste
MG,São Francisco,Sudeste
MG,São Francisco de Paula,Sudeste
MG,São Francisco de Sales,Sudeste
MG,São Francisco do Glória,Sudeste
MG,São Geraldo,Sudeste
MG,São Geraldo da Piedade,Sudeste
MG,São Geraldo do Baixio,Sudeste
MG,São Gonçalo do Abaeté,Sudeste
MG,São Gonçalo do Pará,Sudeste
MG,São Gonçalo do Rio Abaixo,Sudeste
MG,São Gonçalo do Sapucaí,Sudeste
MG,São Gotardo,Sudeste
MG,São João Batista do Glória,Sudeste
MG,São João da Lagoa,Sudeste
MG,São João da Mata,Sudeste
MG,São João da Ponte,Sudeste
MG,São João Das Missões,Sudeste
MG,São João Del Rei,Sudeste
MG,São João do Manhuaçu,Sudeste
MG,São João do Manteninha,Sudeste
MG,São João do Oriente,Sudeste
MG,São João do Pacuí,Sudeste
MG,São João do Paraíso,Sudeste
MG,São João Evangelista,Sudeste
MG,São João Nepomuceno,Sudeste
MG,São Joaquim de Bicas,Sudeste
MG,São José da Barra,Sudeste
MG,São José da Lapa,Sudeste
MG,São José da Safira,Sudeste
MG,São José da Varginha,Sudeste
MG,São José do Alegre,Sudeste
MG,São José do Divino,Sudeste
MG,São José do Goiabal,Sudeste
MG,São José do Jacuri,Sudeste
MG,São José do Mantimento,Sudeste
MG,São Lourenço,Sudeste
MG,São Miguel do Anta,Sudeste
MG,São Pedro da União,Sudeste
MG,São Pedro Dos Ferros,Sudeste
MG,São Pedro do Suaçuí,Sudeste
MG,São Romão,Sudeste
MG,São Roque de Minas,Sudeste
MG,São Sebastião da Bela Vista,Sudeste
MG,São Sebastião da Vargem Alegre,Sudeste
MG,São Sebastião do Anta,Sudeste
MG,São Sebastião do Maranhão,Sudeste
MG,São Sebastião do Oeste,Sudeste
MG,São Sebastião do Paraíso,Sudeste
MG,São Sebastião do Rio Preto,Sudeste
MG,São Sebastião do Rio Verde,Sudeste
MG,São Tiago,Sudeste
MG,São Tomás de Aquino,Sudeste
MG,São Thomé Das Letras,Sudeste
MG,São Vicente de Minas,Sudeste
MG,Sapucaí-mirim,Sudeste
MG,Sardoá,Sudeste
MG,Sarzedo,Sudeste
MG,Setubinha,Sudeste
MG,Sem-peixe,Sudeste
MG,Senador Amaral,Sudeste
MG,Senador Cortes,Sudeste
MG,Senador Firmino,Sudeste
MG,Senador José Bento,Sudeste
MG,Senador Modestino Gonçalves,Sudeste
MG,Senhora de Oliveira,Sudeste
MG,Senhora do Porto,Sudeste
MG,Senhora Dos Remédios,Sudeste
MG,Sericita,Sudeste
MG,Seritinga,Sudeste
MG,Serra Azul de Minas,Sudeste
MG,Serra da Saudade,Sudeste
MG,Serra Dos Aimorés,Sudeste
MG,Serra do Salitre,Sudeste
MG,Serrania,Sudeste
MG,Serranópolis de Minas,Sudeste
MG,Serranos,Sudeste
MG,Serro,Sudeste
MG,Sete Lagoas,Sudeste
MG,Silveirânia,Sudeste
MG,Silvianópolis,Sudeste
MG,Simão Pereira,Sudeste
MG,Simonésia,Sudeste
MG,Sobrália,Sudeste
MG,Soledade de Minas,Sudeste
MG,Tabuleiro,Sudeste
MG,Taiobeiras,Sudeste
MG,Taparuba,Sudeste
MG,Tapira,Sudeste
MG,Tapiraí,Sudeste
MG,Taquaraçu de Minas,Sudeste
MG,Tarumirim,Sudeste
MG,Teixeiras,Sudeste
MG,Teófilo Otoni,Sudeste
MG,Timóteo,Sudeste
MG,Tiradentes,Sudeste
MG,Tiros,Sudeste
MG,Tocantins,Sudeste
MG,Tocos do Moji,Sudeste
MG,Toledo,Sudeste
MG,Tombos,Sudeste
MG,Três Corações,Sudeste
MG,Três Marias,Sudeste
MG,Três Pontas,Sudeste
MG,Tumiritinga,Sudeste
MG,Tupaciguara,Sudeste
MG,Turmalina,Sudeste
MG,Turvolândia,Sudeste
MG,Ubá,Sudeste
MG,Ubaí,Sudeste
MG,Ubaporanga,Sudeste
MG,Uberaba,Sudeste
MG,Uberlândia,Sudeste
MG,Umburatiba,Sudeste
MG,Unaí,Sudeste
MG,União de Minas,Sudeste
MG,Uruana de Minas,Sudeste
MG,Urucânia,Sudeste
MG,Urucuia,Sudeste
MG,Vargem Alegre,Sudeste
MG,Vargem Bonita,Sudeste
MG,Vargem Grande do Rio Pardo,Sudeste
MG,Varginha,Sudeste
MG,Varjão de Minas,Sudeste
MG,Várzea da Palma,Sudeste
MG,Varzelândia,Sudeste
MG,Vazante,Sudeste
MG,Verdelândia,Sudeste
MG,Veredinha,Sudeste
MG,Veríssimo,Sudeste
MG,Vermelho Novo,Sudeste
MG,Vespasiano,Sudeste
MG,Viçosa,Sudeste
MG,Vieiras,Sudeste
MG,Mathias Lobato,Sudeste
MG,Virgem da Lapa,Sudeste
MG,Virgínia,Sudeste
MG,Virginópolis,Sudeste
MG,Virgolândia,Sudeste
MG,Visconde do Rio Branco,Sudeste
MG,Volta Grande,Sudeste
MG,Wenceslau Braz,Sudeste
ES,Afonso Cláudio,Sudeste
ES,Águia Branca,Sudeste
ES,Água Doce do Norte,Sudeste
ES,Alegre,Sudeste
ES,Alfredo Chaves,Sudeste
ES,Alto Rio Novo,Sudeste
ES,Anchieta,Sudeste
ES,Apiacá,Sudeste
ES,Aracruz,Sudeste
ES,Atilio Vivacqua,Sudeste
ES,Baixo Guandu,Sudeste
ES,Barra de São Francisco,Sudeste
ES,Boa Esperança,Sudeste
ES,Bom Jesus do Norte,Sudeste
ES,Brejetuba,Sudeste
ES,Cachoeiro de Itapemirim,Sudeste
ES,Cariacica,Sudeste
ES,Castelo,Sudeste
ES,Colatina,Sudeste
ES,Conceição da Barra,Sudeste
ES,Conceição do Castelo,Sudeste
ES,Divino de São Lourenço,Sudeste
ES,Domingos Martins,Sudeste
ES,Dores do Rio Preto,Sudeste
ES,Ecoporanga,Sudeste
ES,Fundão,Sudeste
ES,Governador Lindenberg,Sudeste
ES,Guaçuí,Sudeste
ES,Guarapari,Sudeste
ES,Ibatiba,Sudeste
ES,Ibiraçu,Sudeste
ES,Ibitirama,Sudeste
ES,Iconha,Sudeste
ES,Irupi,Sudeste
ES,Itaguaçu,Sudeste
ES,Itapemirim,Sudeste
ES,Itarana,Sudeste
ES,Iúna,Sudeste
ES,Jaguaré,Sudeste
ES,Jerônimo Monteiro,Sudeste
ES,João Neiva,Sudeste
ES,Laranja da Terra,Sudeste
ES,Linhares,Sudeste
ES,Mantenópolis,Sudeste
ES,Marataízes,Sudeste
ES,Marechal Floriano,Sudeste
ES,Marilândia,Sudeste
ES,Mimoso do Sul,Sudeste
ES,Montanha,Sudeste
ES,Mucurici,Sudeste
ES,Muniz Freire,Sudeste
ES,Muqui,Sudeste
ES,Nova Venécia,Sudeste
ES,Pancas,Sudeste
ES,Pedro Canário,Sudeste
ES,Pinheiros,Sudeste
ES,Piúma,Sudeste
ES,Ponto Belo,Sudeste
ES,Presidente Kennedy,Sudeste
ES,Rio Bananal,Sudeste
ES,Rio Novo do Sul,Sudeste
ES,Santa Leopoldina,Sudeste
ES,Santa Maria de Jetibá,Sudeste
ES,Santa Teresa,Sudeste
ES,São Domingos do Norte,Sudeste
ES,São Gabriel da Palha,Sudeste
ES,São José do Calçado,Sudeste
ES,São Mateus,Sudeste
ES,São Roque do Canaã,Sudeste
ES,Serra,Sudeste
ES,Sooretama,Sudeste
ES,Vargem Alta,Sudeste
ES,Venda Nova do Imigrante,Sudeste
ES,Viana,Sudeste
ES,Vila Pavão,Sudeste
ES,Vila Valério,Sudeste
ES,Vila Velha,Sudeste
ES,Vitória,Sudeste
RJ,Angra Dos Reis,Sudeste
RJ,Aperibé,Sudeste
RJ,Araruama,Sudeste
RJ,Areal,Sudeste
RJ,Armação Dos Búzios,Sudeste
RJ,Arraial do Cabo,Sudeste
RJ,Barra do Piraí,Sudeste
RJ,Barra Mansa,Sudeste
RJ,Belford Roxo,Sudeste
RJ,Bom Jardim,Sudeste
RJ,Bom Jesus do Itabapoana,Sudeste
RJ,Cabo Frio,Sudeste
RJ,Cachoeiras de Macacu,Sudeste
RJ,Cambuci,Sudeste
RJ,Carapebus,Sudeste
RJ,Comendador Levy Gasparian,Sudeste
RJ,Campos Dos Goytacazes,Sudeste
RJ,Cantagalo,Sudeste
RJ,Cardoso Moreira,Sudeste
RJ,Carmo,Sudeste
RJ,Casimiro de Abreu,Sudeste
RJ,Conceição de Macabu,Sudeste
RJ,Cordeiro,Sudeste
RJ,Duas Barras,Sudeste
RJ,Duque de Caxias,Sudeste
RJ,Engenheiro Paulo de Frontin,Sudeste
RJ,Guapimirim,Sudeste
RJ,Iguaba Grande,Sudeste
RJ,Itaboraí,Sudeste
RJ,Itaguaí,Sudeste
RJ,Italva,Sudeste
RJ,Itaocara,Sudeste
RJ,Itaperuna,Sudeste
RJ,Itatiaia,Sudeste
RJ,Japeri,Sudeste
RJ,Laje do Muriaé,Sudeste
RJ,Macaé,Sudeste
RJ,Macuco,Sudeste
RJ,Magé,Sudeste
RJ,Mangaratiba,Sudeste
RJ,Maricá,Sudeste
RJ,Mendes,Sudeste
RJ,Mesquita,Sudeste
RJ,Miguel Pereira,Sudeste
RJ,Miracema,Sudeste
RJ,Natividade,Sudeste
RJ,Nilópolis,Sudeste
RJ,Niterói,Sudeste
RJ,Nova Friburgo,Sudeste
RJ,Nova Iguaçu,Sudeste
RJ,Paracambi,Sudeste
RJ,Paraíba do Sul,Sudeste
RJ,Parati,Sudeste
RJ,Paty do Alferes,Sudeste
RJ,Petrópolis,Sudeste
RJ,Pinheiral,Sudeste
RJ,Piraí,Sudeste
RJ,Porciúncula,Sudeste
RJ,Porto Real,Sudeste
RJ,Quatis,Sudeste
RJ,Queimados,Sudeste
RJ,Quissamã,Sudeste
RJ,Resende,Sudeste
RJ,Rio Bonito,Sudeste
RJ,Rio Claro,Sudeste
RJ,Rio Das Flores,Sudeste
RJ,Rio Das Ostras,Sudeste
RJ,Rio de Janeiro,Sudeste
RJ,Santa Maria Madalena,Sudeste
RJ,Santo Antônio de Pádua,Sudeste
RJ,São Francisco de Itabapoana,Sudeste
RJ,São Fidélis,Sudeste
RJ,São Gonçalo,Sudeste
RJ,São João da Barra,Sudeste
RJ,São João de Meriti,Sudeste
RJ,São José de Ubá,Sudeste
RJ,São José do Vale do Rio Preto,Sudeste
RJ,São Pedro da Aldeia,Sudeste
RJ,São Sebastião do Alto,Sudeste
RJ,Sapucaia,Sudeste
RJ,Saquarema,Sudeste
RJ,Seropédica,Sudeste
RJ,Silva Jardim,Sudeste
RJ,Sumidouro,Sudeste
RJ,Tanguá,Sudeste
RJ,Teresópolis,Sudeste
RJ,Trajano de Morais,Sudeste
RJ,Três Rios,Sudeste
RJ,Valença,Sudeste
RJ,Varre-sai,Sudeste
RJ,Vassouras,Sudeste
RJ,Volta Redonda,Sudeste
SP,Adamantina,Sudeste
SP,Adolfo,Sudeste
SP,Aguaí,Sudeste
SP,Águas da Prata,Sudeste
SP,Águas de Lindóia,Sudeste
SP,Águas de Santa Bárbara,Sudeste
SP,Águas de São Pedro,Sudeste
SP,Agudos,Sudeste
SP,Alambari,Sudeste
SP,Alfredo Marcondes,Sudeste
SP,Altair,Sudeste
SP,Altinópolis,Sudeste
SP,Alto Alegre,Sudeste
SP,Alumínio,Sudeste
SP,Álvares Florence,Sudeste
SP,Álvares Machado,Sudeste
SP,Álvaro de Carvalho,Sudeste
SP,Alvinlândia,Sudeste
SP,Americana,Sudeste
SP,Américo Brasiliense,Sudeste
SP,Américo de Campos,Sudeste
SP,Amparo,Sudeste
SP,Analândia,Sudeste
SP,Andradina,Sudeste
SP,Angatuba,Sudeste
SP,Anhembi,Sudeste
SP,Anhumas,Sudeste
SP,Aparecida,Sudeste
SP,Aparecida D´oeste,Sudeste
SP,Apiaí,Sudeste
SP,Araçariguama,Sudeste
SP,Araçatuba,Sudeste
SP,Araçoiaba da Serra,Sudeste
SP,Aramina,Sudeste
SP,Arandu,Sudeste
SP,Arapeí,Sudeste
SP,Araraquara,Sudeste
SP,Araras,Sudeste
SP,Arco-íris,Sudeste
SP,Arealva,Sudeste
SP,Areias,Sudeste
SP,Areiópolis,Sudeste
SP,Ariranha,Sudeste
SP,Artur Nogueira,Sudeste
SP,Arujá,Sudeste
SP,Aspásia,Sudeste
SP,Assis,Sudeste
SP,Atibaia,Sudeste
SP,Auriflama,Sudeste
SP,Avaí,Sudeste
SP,Avanhandava,Sudeste
SP,Avaré,Sudeste
SP,Bady Bassitt,Sudeste
SP,Balbinos,Sudeste
SP,Bálsamo,Sudeste
SP,Bananal,Sudeste
SP,Barão de Antonina,Sudeste
SP,Barbosa,Sudeste
SP,Bariri,Sudeste
SP,Barra Bonita,Sudeste
SP,Barra do Chapéu,Sudeste
SP,Barra do Turvo,Sudeste
SP,Barretos,Sudeste
SP,Barrinha,Sudeste
SP,Barueri,Sudeste
SP,Bastos,Sudeste
SP,Batatais,Sudeste
SP,Bauru,Sudeste
SP,Bebedouro,Sudeste
SP,Bento de Abreu,Sudeste
SP,Bernardino de Campos,Sudeste
SP,Bertioga,Sudeste
SP,Bilac,Sudeste
SP,Birigui,Sudeste
SP,Biritiba-mirim,Sudeste
SP,Boa Esperança do Sul,Sudeste
SP,Bocaina,Sudeste
SP,Bofete,Sudeste
SP,Boituva,Sudeste
SP,Bom Jesus Dos Perdões,Sudeste
SP,Bom Sucesso de Itararé,Sudeste
SP,Borá,Sudeste
SP,Boracéia,Sudeste
SP,Borborema,Sudeste
SP,Borebi,Sudeste
SP,Botucatu,Sudeste
SP,Bragança Paulista,Sudeste
SP,Braúna,Sudeste
SP,Brejo Alegre,Sudeste
SP,Brodowski,Sudeste
SP,Brotas,Sudeste
SP,Buri,Sudeste
SP,Buritama,Sudeste
SP,Buritizal,Sudeste
SP,Cabrália Paulista,Sudeste
SP,Cabreúva,Sudeste
SP,Caçapava,Sudeste
SP,Cachoeira Paulista,Sudeste
SP,Caconde,Sudeste
SP,Cafelândia,Sudeste
SP,Caiabu,Sudeste
SP,Caieiras,Sudeste
SP,Caiuá,Sudeste
SP,Cajamar,Sudeste
SP,Cajati,Sudeste
SP,Cajobi,Sudeste
SP,Cajuru,Sudeste
SP,Campina do Monte Alegre,Sudeste
SP,Campinas,Sudeste
SP,Campo Limpo Paulista,Sudeste
SP,Campos do Jordão,Sudeste
SP,Campos Novos Paulista,Sudeste
